akira,bigmath,bubble_pop,countingx,picmatch,spelling,story_questions,story_reading,word_copy
,,5.082,,,,,12.489,30.823
,,5.084,,,,,12.518,31.3
,,5.091,,,,,12.524,31.301
,,5.092,,,,,12.586,31.312
,,5.093,,,,,12.596,31.387
,,5.095,,,,,12.615,31.714
,,5.097,,,,,12.664,31.761
,,5.099,,,,,12.676,31.942
,,5.1,,,,,12.707,32.011
,,5.102,,,,,12.713,32.074
,,5.105,,,,,12.727,32.118
,,5.106,,,,,12.741,32.547
,,5.11,,,,,12.756,33.123
,,5.111,,,,,12.771,33.289
,,5.112,,,,,12.783,33.44
,,5.116,,,,,12.785,33.671
,,5.12,,,,,12.855,33.685
,,5.121,,,,,13.011,33.767
,,5.123,,,,,13.013,33.771
,,5.124,,,,,13.047,33.857
,,5.125,,,,,13.064,35.157
,,5.127,,,,,13.081,35.274
,,5.13,,,,,13.1,35.309
,,5.133,,,,,13.232,35.382
,,5.134,,,,,13.234,35.593
,,5.136,,,,,13.455,35.615
,,5.14,,,,,13.57,35.736
,,5.141,,,,,13.605,35.84
,,5.142,,,,,13.626,35.901
,,5.143,,,,,13.637,36.163
,,5.144,,,,,13.667,36.462
,,5.147,,,,,13.737,36.638
,,5.148,,,,,13.769,36.855
,,5.149,,,,,13.785,37.11
,,5.152,,,,,13.833,37.277
,,5.154,,,,,13.856,37.878
,,5.155,,,,,13.998,37.883
,,5.156,,,,,14.02,37.948
,,5.162,,,,,14.038,38.726
,,5.163,,,,,14.041,38.963
,,5.167,,,,,14.105,39.275
,,5.168,,,,,14.136,39.411
,,5.169,,,,,14.287,39.732
,,5.171,,,,,14.364,39.836
,,5.172,,,,,14.37,4.01
,,5.173,,,,,14.435,4.013
,,5.174,,,,,14.6,4.014
,,5.175,,,,,14.649,4.019
,,5.176,,,,,14.685,4.031
,,5.18,,,,,14.772,4.032
,,5.181,,,,,14.788,4.036
,,5.182,,,,,14.949,4.05
,,5.183,,,,,15.035,4.052
,,5.185,,,,,15.155,4.056
,,5.19,,,,,15.18,4.059
,,5.194,,,,,15.214,4.066
,,5.195,,,,,15.233,4.087
,,5.196,,,,,15.279,4.091
,,5.197,,,,,15.3,4.116
,,5.198,,,,,15.402,4.12
,,5.199,,,,,15.407,4.125
,,5.201,,,,,15.45,4.126
,,5.202,,,,,15.586,4.138
,,5.204,,,,,15.747,4.145
,,5.205,,,,,15.751,4.161
,,5.207,,,,,15.865,4.162
,,5.208,,,,,15.999,4.169
,,5.209,,,,,16.036,4.17
,,5.213,,,,,16.123,4.171
,,5.215,,,,,16.166,4.172
,,5.216,,,,,16.244,4.173
,,5.219,,,,,16.491,4.187
,,5.22,,,,,16.506,4.188
,,5.223,,,,,16.548,4.191
,,5.226,,,,,16.858,4.192
,,5.227,,,,,16.919,4.196
,,5.228,,,,,17.029,4.203
,,5.23,,,,,17.141,4.205
,,5.231,,,,,17.46,4.206
,,5.233,,,,,17.464,4.212
,,5.238,,,,,17.626,4.215
,,5.239,,,,,17.885,4.224
,,5.243,,,,,17.886,4.228
,,5.246,,,,,18.16,4.243
,,5.247,,,,,18.528,4.254
,,5.248,,,,,18.546,4.262
,,5.25,,,,,18.744,4.263
,,5.251,,,,,18.75,4.265
,,5.252,,,,,18.817,4.268
,,5.257,,,,,18.906,4.274
,,5.259,,,,,18.991,4.276
,,5.26,,,,,19.598,4.282
,,5.261,,,,,2,4.284
,,5.262,,,,,2.001,4.294
,,5.263,,,,,2.003,4.302
,,5.264,,,,,2.005,4.307
,,5.265,,,,,2.006,4.313
,,5.266,,,,,2.007,4.328
,,5.267,,,,,2.008,4.345
,,5.268,,,,,2.009,4.346
,,5.269,,,,,2.011,4.352
,,5.27,,,,,2.012,4.36
,,5.274,,,,,2.014,4.363
,,5.275,,,,,2.015,4.375
,,5.276,,,,,2.017,4.384
,,5.279,,,,,2.018,4.387
,,5.28,,,,,2.02,4.397
,,5.282,,,,,2.022,4.399
,,5.283,,,,,2.023,4.402
,,5.285,,,,,2.024,4.406
,,5.286,,,,,2.025,4.408
,,5.287,,,,,2.027,4.419
,,5.29,,,,,2.028,4.42
,,5.291,,,,,2.029,4.423
,,5.294,,,,,2.03,4.431
,,5.296,,,,,2.032,4.432
,,5.297,,,,,2.033,4.445
,,5.3,,,,,2.034,4.449
,,5.301,,,,,2.036,4.461
,,5.302,,,,,2.037,4.467
,,5.305,,,,,2.038,4.469
,,5.306,,,,,2.04,4.477
,,5.307,,,,,2.041,4.483
,,5.308,,,,,2.042,4.485
,,5.309,,,,,2.043,4.488
,,5.31,,,,,2.044,4.489
,,5.314,,,,,2.045,4.5
,,5.316,,,,,2.046,4.504
,,5.317,,,,,2.047,4.512
,,5.319,,,,,2.048,4.52
,,5.32,,,,,2.05,4.524
,,5.322,,,,,2.051,4.525
,,5.323,,,,,2.052,4.531
,,5.324,,,,,2.053,4.536
,,5.327,,,,,2.055,4.538
,,5.33,,,,,2.056,4.539
,,5.331,,,,,2.057,4.542
,,5.333,,,,,2.058,4.543
,,5.336,,,,,2.059,4.545
,,5.337,,,,,2.06,4.547
,,5.338,,,,,2.061,4.55
,,5.339,,,,,2.062,4.552
,,5.34,,,,,2.063,4.557
,,5.342,,,,,2.064,4.573
,,5.343,,,,,2.065,4.578
,,5.346,,,,,2.066,4.589
,,5.349,,,,,2.067,4.608
,,5.351,,,,,2.068,4.609
,,5.352,,,,,2.069,4.618
,,5.353,,,,,2.07,4.619
,,5.356,,,,,2.071,4.624
,,5.358,,,,,2.072,4.626
,,5.359,,,,,2.073,4.628
,,5.36,,,,,2.074,4.634
,,5.361,,,,,2.075,4.649
,,5.362,,,,,2.076,4.651
,,5.365,,,,,2.077,4.675
,,5.367,,,,,2.078,4.681
,,5.368,,,,,2.079,4.685
,,5.374,,,,,2.08,4.687
,,5.376,,,,,2.081,4.691
,,5.378,,,,,2.082,4.692
,,5.38,,,,,2.083,4.695
,,5.381,,,,,2.084,4.696
,,5.383,,,,,2.085,4.716
,,5.387,,,,,2.086,4.717
,,5.389,,,,,2.087,4.72
,,5.39,,,,,2.088,4.738
,,5.391,,,,,2.089,4.74
,,5.393,,,,,2.09,4.756
,,5.394,,,,,2.091,4.781
,,5.395,,,,,2.093,4.801
,,5.397,,,,,2.094,4.802
,,5.398,,,,,2.095,4.807
,,5.405,,,,,2.097,4.825
,,5.406,,,,,2.098,4.831
,,5.407,,,,,2.099,4.841
,,5.408,,,,,2.1,4.843
,,5.409,,,,,2.101,4.849
,,5.412,,,,,2.102,4.85
,,5.413,,,,,2.103,4.858
,,5.417,,,,,2.104,4.872
,,5.418,,,,,2.105,4.885
,,5.419,,,,,2.106,4.898
,,5.42,,,,,2.107,4.904
,,5.422,,,,,2.108,4.905
,,5.425,,,,,2.109,4.914
,,5.426,,,,,2.11,4.927
,,5.427,,,,,2.111,4.929
,,5.428,,,,,2.112,4.941
,,5.429,,,,,2.113,4.942
,,5.43,,,,,2.115,4.945
,,5.431,,,,,2.116,4.951
,,5.432,,,,,2.117,4.954
,,5.433,,,,,2.118,4.958
,,5.434,,,,,2.119,4.963
,,5.437,,,,,2.12,4.969
,,5.438,,,,,2.121,4.97
,,5.44,,,,,2.122,4.976
,,5.441,,,,,2.123,4.992
,,5.442,,,,,2.124,40.378
,,5.443,,,,,2.125,40.544
,,5.444,,,,,2.126,41.002
,,5.446,,,,,2.127,41.264
,,5.448,,,,,2.128,41.396
,,5.449,,,,,2.129,41.641
,,5.454,,,,,2.13,41.716
,,5.456,,,,,2.131,41.726
,,5.457,,,,,2.132,42.051
,,5.458,,,,,2.133,42.317
,,5.46,,,,,2.134,42.352
,,5.461,,,,,2.135,42.632
,,5.462,,,,,2.136,44.655
,,5.464,,,,,2.137,45.462
,,5.465,,,,,2.138,45.483
,,5.467,,,,,2.139,47.408
,,5.468,,,,,2.14,48.349
,,5.47,,,,,2.141,49.257
,,5.471,,,,,2.142,5.001
,,5.473,,,,,2.143,5.005
,,5.474,,,,,2.144,5.052
,,5.475,,,,,2.145,5.058
,,5.48,,,,,2.146,5.081
,,5.481,,,,,2.147,5.086
,,5.482,,,,,2.148,5.088
,,5.484,,,,,2.149,5.095
,,5.485,,,,,2.15,5.109
,,5.486,,,,,2.151,5.112
,,5.488,,,,,2.152,5.113
,,5.49,,,,,2.153,5.118
,,5.493,,,,,2.154,5.124
,,5.494,,,,,2.155,5.126
,,5.495,,,,,2.156,5.127
,,5.496,,,,,2.157,5.145
,,5.497,,,,,2.158,5.159
,,5.5,,,,,2.159,5.164
,,5.501,,,,,2.16,5.165
,,5.502,,,,,2.161,5.166
,,5.504,,,,,2.162,5.169
,,5.505,,,,,2.163,5.173
,,5.506,,,,,2.164,5.178
,,5.507,,,,,2.165,5.195
,,5.508,,,,,2.166,5.213
,,5.509,,,,,2.167,5.214
,,5.51,,,,,2.168,5.218
,,5.511,,,,,2.169,5.223
,,5.516,,,,,2.17,5.225
,,5.517,,,,,2.171,5.23
,,5.518,,,,,2.172,5.233
,,5.519,,,,,2.173,5.241
,,5.52,,,,,2.174,5.242
,,5.524,,,,,2.175,5.243
,,5.527,,,,,2.176,5.251
,,5.528,,,,,2.177,5.263
,,5.529,,,,,2.178,5.268
,,5.53,,,,,2.179,5.272
,,5.531,,,,,2.18,5.278
,,5.532,,,,,2.181,5.279
,,5.534,,,,,2.182,5.287
,,5.535,,,,,2.183,5.291
,,5.537,,,,,2.184,5.297
,,5.538,,,,,2.185,5.305
,,5.539,,,,,2.186,5.309
,,5.54,,,,,2.187,5.318
,,5.541,,,,,2.189,5.329
,,5.545,,,,,2.19,5.332
,,5.546,,,,,2.191,5.34
,,5.547,,,,,2.192,5.349
,,5.548,,,,,2.193,5.352
,,5.549,,,,,2.194,5.357
,,5.55,,,,,2.195,5.362
,,5.551,,,,,2.196,5.367
,,5.552,,,,,2.197,5.385
,,5.555,,,,,2.198,5.388
,,5.558,,,,,2.199,5.392
,,5.559,,,,,2.2,5.398
,,5.56,,,,,2.201,5.402
,,5.562,,,,,2.202,5.408
,,5.566,,,,,2.203,5.419
,,5.567,,,,,2.204,5.425
,,5.568,,,,,2.205,5.426
,,5.569,,,,,2.206,5.437
,,5.57,,,,,2.207,5.444
,,5.571,,,,,2.208,5.445
,,5.573,,,,,2.209,5.451
,,5.574,,,,,2.21,5.452
,,5.576,,,,,2.211,5.454
,,5.579,,,,,2.212,5.488
,,5.58,,,,,2.213,5.498
,,5.585,,,,,2.214,5.504
,,5.588,,,,,2.215,5.506
,,5.591,,,,,2.216,5.515
,,5.593,,,,,2.217,5.517
,,5.594,,,,,2.218,5.527
,,5.595,,,,,2.219,5.531
,,5.596,,,,,2.22,5.541
,,5.597,,,,,2.221,5.553
,,5.598,,,,,2.222,5.555
,,5.599,,,,,2.223,5.562
,,5.6,,,,,2.224,5.586
,,5.601,,,,,2.225,5.591
,,5.602,,,,,2.226,5.595
,,5.603,,,,,2.227,5.597
,,5.604,,,,,2.228,5.599
,,5.605,,,,,2.229,5.606
,,5.606,,,,,2.231,5.609
,,5.607,,,,,2.232,5.61
,,5.608,,,,,2.233,5.618
,,5.61,,,,,2.234,5.621
,,5.611,,,,,2.235,5.628
,,5.614,,,,,2.236,5.632
,,5.616,,,,,2.237,5.644
,,5.617,,,,,2.238,5.646
,,5.619,,,,,2.239,5.655
,,5.621,,,,,2.24,5.658
,,5.623,,,,,2.241,5.663
,,5.624,,,,,2.242,5.672
,,5.625,,,,,2.243,5.677
,,5.627,,,,,2.244,5.681
,,5.629,,,,,2.245,5.722
,,5.63,,,,,2.246,5.728
,,5.631,,,,,2.247,5.735
,,5.633,,,,,2.248,5.741
,,5.634,,,,,2.249,5.746
,,5.635,,,,,2.25,5.752
,,5.636,,,,,2.251,5.766
,,5.638,,,,,2.252,5.768
,,5.641,,,,,2.253,5.78
,,5.642,,,,,2.254,5.785
,,5.644,,,,,2.255,5.797
,,5.645,,,,,2.256,5.806
,,5.647,,,,,2.257,5.811
,,5.648,,,,,2.258,5.814
,,5.65,,,,,2.259,5.826
,,5.651,,,,,2.26,5.832
,,5.652,,,,,2.261,5.84
,,5.653,,,,,2.262,5.842
,,5.654,,,,,2.263,5.846
,,5.655,,,,,2.264,5.85
,,5.657,,,,,2.265,5.851
,,5.66,,,,,2.266,5.856
,,5.661,,,,,2.267,5.858
,,5.663,,,,,2.268,5.864
,,5.664,,,,,2.269,5.865
,,5.665,,,,,2.27,5.866
,,5.668,,,,,2.271,5.867
,,5.669,,,,,2.272,5.868
,,5.67,,,,,2.273,5.869
,,5.671,,,,,2.274,5.871
,,5.672,,,,,2.275,5.876
,,5.673,,,,,2.276,5.888
,,5.674,,,,,2.277,5.89
,,5.677,,,,,2.278,5.9
,,5.678,,,,,2.279,5.901
,,5.679,,,,,2.28,5.914
,,5.68,,,,,2.281,5.916
,,5.681,,,,,2.282,5.918
,,5.682,,,,,2.283,5.923
,,5.683,,,,,2.284,5.93
,,5.685,,,,,2.285,5.933
,,5.686,,,,,2.286,5.936
,,5.687,,,,,2.287,5.937
,,5.689,,,,,2.288,5.938
,,5.694,,,,,2.289,5.944
,,5.699,,,,,2.29,5.948
,,5.701,,,,,2.291,5.955
,,5.704,,,,,2.292,5.961
,,5.706,,,,,2.293,5.969
,,5.709,,,,,2.294,5.977
,,5.711,,,,,2.295,5.982
,,5.713,,,,,2.296,5.985
,,5.715,,,,,2.297,5.989
,,5.717,,,,,2.298,5.991
,,5.72,,,,,2.299,5.992
,,5.724,,,,,2.3,5.994
,,5.725,,,,,2.301,5.999
,,5.726,,,,,2.302,50.127
,,5.728,,,,,2.303,50.138
,,5.73,,,,,2.304,50.705
,,5.732,,,,,2.305,51.275
,,5.734,,,,,2.306,51.283
,,5.735,,,,,2.307,51.306
,,5.737,,,,,2.308,51.516
,,5.739,,,,,2.309,51.84
,,5.741,,,,,2.31,51.981
,,5.742,,,,,2.311,52.403
,,5.745,,,,,2.312,52.418
,,5.747,,,,,2.313,52.475
,,5.748,,,,,2.314,52.796
,,5.749,,,,,2.315,53.052
,,5.754,,,,,2.316,53.111
,,5.756,,,,,2.317,53.181
,,5.759,,,,,2.318,53.598
,,5.765,,,,,2.319,53.754
,,5.768,,,,,2.32,54.431
,,5.77,,,,,2.321,55.03
,,5.771,,,,,2.322,55.358
,,5.772,,,,,2.323,55.388
,,5.773,,,,,2.324,55.51
,,5.774,,,,,2.325,55.985
,,5.776,,,,,2.326,56.332
,,5.778,,,,,2.327,56.402
,,5.779,,,,,2.328,56.631
,,5.78,,,,,2.329,57.031
,,5.781,,,,,2.33,57.078
,,5.782,,,,,2.331,58.546
,,5.787,,,,,2.332,58.763
,,5.788,,,,,2.333,58.813
,,5.789,,,,,2.334,6.003
,,5.793,,,,,2.335,6.005
,,5.794,,,,,2.336,6.01
,,5.796,,,,,2.337,6.014
,,5.797,,,,,2.338,6.016
,,5.798,,,,,2.339,6.018
,,5.799,,,,,2.34,6.023
,,5.8,,,,,2.341,6.028
,,5.802,,,,,2.342,6.036
,,5.803,,,,,2.343,6.043
,,5.805,,,,,2.344,6.044
,,5.806,,,,,2.345,6.046
,,5.808,,,,,2.346,6.049
,,5.811,,,,,2.347,6.052
,,5.813,,,,,2.348,6.066
,,5.819,,,,,2.349,6.067
,,5.823,,,,,2.35,6.068
,,5.824,,,,,2.351,6.075
,,5.825,,,,,2.352,6.082
,,5.826,,,,,2.353,6.086
,,5.827,,,,,2.354,6.087
,,5.832,,,,,2.355,6.089
,,5.834,,,,,2.356,6.09
,,5.835,,,,,2.357,6.097
,,5.836,,,,,2.358,6.104
,,5.837,,,,,2.359,6.109
,,5.838,,,,,2.36,6.114
,,5.839,,,,,2.361,6.118
,,5.841,,,,,2.362,6.12
,,5.842,,,,,2.363,6.127
,,5.843,,,,,2.364,6.131
,,5.844,,,,,2.365,6.137
,,5.847,,,,,2.366,6.14
,,5.85,,,,,2.367,6.146
,,5.851,,,,,2.368,6.148
,,5.852,,,,,2.369,6.156
,,5.854,,,,,2.37,6.159
,,5.856,,,,,2.371,6.161
,,5.858,,,,,2.372,6.162
,,5.86,,,,,2.373,6.168
,,5.862,,,,,2.374,6.179
,,5.865,,,,,2.375,6.189
,,5.867,,,,,2.376,6.192
,,5.871,,,,,2.377,6.199
,,5.872,,,,,2.378,6.208
,,5.873,,,,,2.379,6.226
,,5.874,,,,,2.38,6.229
,,5.875,,,,,2.381,6.231
,,5.877,,,,,2.382,6.245
,,5.878,,,,,2.383,6.255
,,5.879,,,,,2.384,6.257
,,5.88,,,,,2.385,6.263
,,5.882,,,,,2.386,6.265
,,5.883,,,,,2.387,6.273
,,5.885,,,,,2.388,6.296
,,5.886,,,,,2.389,6.297
,,5.887,,,,,2.39,6.302
,,5.888,,,,,2.391,6.314
,,5.89,,,,,2.392,6.319
,,5.892,,,,,2.394,6.324
,,5.895,,,,,2.395,6.326
,,5.9,,,,,2.396,6.327
,,5.902,,,,,2.397,6.33
,,5.903,,,,,2.398,6.341
,,5.905,,,,,2.399,6.348
,,5.907,,,,,2.4,6.349
,,5.909,,,,,2.401,6.353
,,5.91,,,,,2.402,6.358
,,5.912,,,,,2.403,6.363
,,5.913,,,,,2.404,6.364
,,5.92,,,,,2.405,6.368
,,5.921,,,,,2.406,6.397
,,5.922,,,,,2.407,6.401
,,5.928,,,,,2.408,6.409
,,5.929,,,,,2.409,6.417
,,5.932,,,,,2.41,6.427
,,5.935,,,,,2.411,6.434
,,5.936,,,,,2.412,6.441
,,5.939,,,,,2.413,6.452
,,5.94,,,,,2.414,6.453
,,5.942,,,,,2.415,6.47
,,5.944,,,,,2.416,6.476
,,5.947,,,,,2.417,6.482
,,5.949,,,,,2.418,6.486
,,5.951,,,,,2.419,6.488
,,5.952,,,,,2.42,6.493
,,5.953,,,,,2.421,6.495
,,5.954,,,,,2.422,6.505
,,5.955,,,,,2.423,6.506
,,5.957,,,,,2.424,6.51
,,5.958,,,,,2.425,6.513
,,5.959,,,,,2.426,6.525
,,5.96,,,,,2.427,6.527
,,5.961,,,,,2.428,6.532
,,5.962,,,,,2.429,6.534
,,5.968,,,,,2.43,6.536
,,5.969,,,,,2.431,6.568
,,5.97,,,,,2.432,6.569
,,5.971,,,,,2.433,6.58
,,5.972,,,,,2.434,6.591
,,5.977,,,,,2.436,6.604
,,5.979,,,,,2.437,6.605
,,5.985,,,,,2.438,6.611
,,5.987,,,,,2.439,6.616
,,5.988,,,,,2.44,6.634
,,5.99,,,,,2.441,6.637
,,5.991,,,,,2.442,6.639
,,5.993,,,,,2.443,6.646
,,5.994,,,,,2.444,6.653
,,5.995,,,,,2.445,6.656
,,5.997,,,,,2.446,6.673
,,5.999,,,,,2.447,6.678
,,50.279,,,,,2.449,6.683
,,50.284,,,,,2.45,6.687
,,50.475,,,,,2.451,6.696
,,50.582,,,,,2.452,6.698
,,50.583,,,,,2.453,6.708
,,50.658,,,,,2.454,6.714
,,50.688,,,,,2.456,6.722
,,50.785,,,,,2.457,6.735
,,50.805,,,,,2.458,6.737
,,51.084,,,,,2.459,6.739
,,51.125,,,,,2.46,6.742
,,51.313,,,,,2.461,6.743
,,51.439,,,,,2.462,6.753
,,51.649,,,,,2.463,6.756
,,51.678,,,,,2.464,6.765
,,52.283,,,,,2.465,6.78
,,52.479,,,,,2.466,6.79
,,52.729,,,,,2.467,6.796
,,52.853,,,,,2.468,6.799
,,52.933,,,,,2.47,6.801
,,53.2,,,,,2.471,6.807
,,53.339,,,,,2.472,6.81
,,53.461,,,,,2.473,6.817
,,53.532,,,,,2.474,6.82
,,53.816,,,,,2.475,6.827
,,53.93,,,,,2.476,6.83
,,53.963,,,,,2.477,6.836
,,54.254,,,,,2.478,6.839
,,54.458,,,,,2.479,6.844
,,54.946,,,,,2.48,6.86
,,55.019,,,,,2.481,6.873
,,55.024,,,,,2.482,6.878
,,55.473,,,,,2.483,6.879
,,55.541,,,,,2.484,6.882
,,55.755,,,,,2.485,6.891
,,56.352,,,,,2.486,6.91
,,57.88,,,,,2.487,6.915
,,58.307,,,,,2.489,6.918
,,58.564,,,,,2.49,6.922
,,6.001,,,,,2.491,6.923
,,6.004,,,,,2.492,6.932
,,6.005,,,,,2.493,6.933
,,6.008,,,,,2.494,6.953
,,6.009,,,,,2.495,6.958
,,6.012,,,,,2.496,6.962
,,6.014,,,,,2.497,6.963
,,6.017,,,,,2.498,6.971
,,6.018,,,,,2.499,6.972
,,6.02,,,,,2.5,6.976
,,6.021,,,,,2.501,6.982
,,6.027,,,,,2.502,6.985
,,6.029,,,,,2.503,6.987
,,6.033,,,,,2.504,6.989
,,6.035,,,,,2.505,60.683
,,6.037,,,,,2.506,60.738
,,6.039,,,,,2.507,61.473
,,6.04,,,,,2.508,64.224
,,6.042,,,,,2.509,7.004
,,6.044,,,,,2.51,7.009
,,6.046,,,,,2.512,7.01
,,6.048,,,,,2.513,7.015
,,6.049,,,,,2.514,7.016
,,6.052,,,,,2.515,7.02
,,6.055,,,,,2.516,7.023
,,6.056,,,,,2.517,7.024
,,6.057,,,,,2.518,7.037
,,6.058,,,,,2.519,7.06
,,6.059,,,,,2.52,7.065
,,6.06,,,,,2.521,7.075
,,6.061,,,,,2.522,7.076
,,6.062,,,,,2.523,7.08
,,6.063,,,,,2.525,7.09
,,6.064,,,,,2.526,7.091
,,6.065,,,,,2.527,7.1
,,6.066,,,,,2.528,7.103
,,6.069,,,,,2.529,7.107
,,6.073,,,,,2.53,7.117
,,6.075,,,,,2.531,7.118
,,6.078,,,,,2.532,7.139
,,6.08,,,,,2.533,7.141
,,6.081,,,,,2.534,7.143
,,6.083,,,,,2.535,7.146
,,6.086,,,,,2.537,7.15
,,6.087,,,,,2.538,7.16
,,6.093,,,,,2.539,7.164
,,6.095,,,,,2.54,7.171
,,6.096,,,,,2.541,7.173
,,6.097,,,,,2.543,7.175
,,6.099,,,,,2.544,7.176
,,6.1,,,,,2.545,7.183
,,6.103,,,,,2.546,7.19
,,6.104,,,,,2.547,7.215
,,6.105,,,,,2.548,7.217
,,6.107,,,,,2.549,7.218
,,6.108,,,,,2.55,7.22
,,6.109,,,,,2.551,7.227
,,6.114,,,,,2.552,7.228
,,6.115,,,,,2.553,7.237
,,6.118,,,,,2.554,7.238
,,6.119,,,,,2.555,7.248
,,6.121,,,,,2.556,7.253
,,6.123,,,,,2.557,7.257
,,6.125,,,,,2.558,7.263
,,6.126,,,,,2.559,7.265
,,6.129,,,,,2.56,7.268
,,6.13,,,,,2.561,7.272
,,6.131,,,,,2.562,7.274
,,6.133,,,,,2.563,7.297
,,6.135,,,,,2.564,7.299
,,6.138,,,,,2.565,7.301
,,6.14,,,,,2.566,7.303
,,6.142,,,,,2.567,7.308
,,6.143,,,,,2.568,7.311
,,6.144,,,,,2.569,7.32
,,6.147,,,,,2.57,7.331
,,6.148,,,,,2.571,7.333
,,6.15,,,,,2.572,7.353
,,6.155,,,,,2.573,7.356
,,6.157,,,,,2.574,7.358
,,6.158,,,,,2.575,7.362
,,6.159,,,,,2.576,7.372
,,6.16,,,,,2.577,7.373
,,6.163,,,,,2.578,7.376
,,6.166,,,,,2.579,7.377
,,6.168,,,,,2.58,7.382
,,6.171,,,,,2.581,7.383
,,6.172,,,,,2.582,7.388
,,6.173,,,,,2.583,7.39
,,6.174,,,,,2.584,7.399
,,6.175,,,,,2.585,7.411
,,6.176,,,,,2.586,7.417
,,6.18,,,,,2.587,7.418
,,6.183,,,,,2.588,7.421
,,6.187,,,,,2.589,7.438
,,6.188,,,,,2.59,7.439
,,6.189,,,,,2.591,7.442
,,6.19,,,,,2.592,7.443
,,6.191,,,,,2.593,7.445
,,6.198,,,,,2.594,7.446
,,6.199,,,,,2.595,7.456
,,6.2,,,,,2.596,7.46
,,6.203,,,,,2.597,7.479
,,6.204,,,,,2.598,7.485
,,6.206,,,,,2.599,7.489
,,6.209,,,,,2.6,7.491
,,6.21,,,,,2.601,7.499
,,6.212,,,,,2.602,7.5
,,6.213,,,,,2.603,7.508
,,6.216,,,,,2.604,7.525
,,6.217,,,,,2.605,7.528
,,6.218,,,,,2.606,7.531
,,6.22,,,,,2.607,7.535
,,6.221,,,,,2.608,7.536
,,6.222,,,,,2.609,7.547
,,6.223,,,,,2.61,7.549
,,6.224,,,,,2.612,7.554
,,6.226,,,,,2.613,7.561
,,6.228,,,,,2.614,7.566
,,6.231,,,,,2.615,7.57
,,6.232,,,,,2.617,7.572
,,6.233,,,,,2.618,7.575
,,6.236,,,,,2.619,7.577
,,6.237,,,,,2.621,7.58
,,6.238,,,,,2.622,7.59
,,6.24,,,,,2.624,7.594
,,6.241,,,,,2.625,7.595
,,6.242,,,,,2.626,7.599
,,6.247,,,,,2.627,7.615
,,6.249,,,,,2.629,7.629
,,6.25,,,,,2.63,7.632
,,6.251,,,,,2.631,7.633
,,6.253,,,,,2.632,7.641
,,6.256,,,,,2.633,7.642
,,6.258,,,,,2.634,7.643
,,6.259,,,,,2.635,7.645
,,6.26,,,,,2.636,7.657
,,6.263,,,,,2.637,7.662
,,6.267,,,,,2.638,7.668
,,6.269,,,,,2.639,7.669
,,6.271,,,,,2.64,7.679
,,6.272,,,,,2.641,7.68
,,6.273,,,,,2.642,7.681
,,6.274,,,,,2.643,7.703
,,6.277,,,,,2.644,7.706
,,6.28,,,,,2.645,7.712
,,6.283,,,,,2.646,7.716
,,6.284,,,,,2.647,7.723
,,6.287,,,,,2.65,7.724
,,6.289,,,,,2.651,7.729
,,6.294,,,,,2.652,7.746
,,6.296,,,,,2.653,7.749
,,6.298,,,,,2.654,7.75
,,6.299,,,,,2.655,7.754
,,6.302,,,,,2.656,7.771
,,6.303,,,,,2.658,7.773
,,6.305,,,,,2.659,7.787
,,6.307,,,,,2.66,7.792
,,6.309,,,,,2.661,7.793
,,6.311,,,,,2.662,7.812
,,6.312,,,,,2.663,7.817
,,6.313,,,,,2.664,7.84
,,6.314,,,,,2.665,7.854
,,6.315,,,,,2.666,7.863
,,6.317,,,,,2.667,7.864
,,6.32,,,,,2.668,7.868
,,6.325,,,,,2.669,7.874
,,6.326,,,,,2.67,7.878
,,6.328,,,,,2.671,7.88
,,6.329,,,,,2.672,7.882
,,6.331,,,,,2.673,7.884
,,6.332,,,,,2.674,7.889
,,6.333,,,,,2.675,7.893
,,6.334,,,,,2.676,7.895
,,6.336,,,,,2.677,7.897
,,6.338,,,,,2.678,7.9
,,6.339,,,,,2.679,7.904
,,6.344,,,,,2.68,7.915
,,6.345,,,,,2.681,7.92
,,6.347,,,,,2.682,7.926
,,6.35,,,,,2.683,7.931
,,6.353,,,,,2.684,7.933
,,6.355,,,,,2.685,7.942
,,6.357,,,,,2.686,7.943
,,6.358,,,,,2.688,7.945
,,6.359,,,,,2.689,7.948
,,6.362,,,,,2.69,7.953
,,6.364,,,,,2.691,7.956
,,6.365,,,,,2.692,7.969
,,6.371,,,,,2.693,7.971
,,6.374,,,,,2.694,7.972
,,6.376,,,,,2.695,7.981
,,6.377,,,,,2.696,7.989
,,6.378,,,,,2.697,7.992
,,6.38,,,,,2.698,72.967
,,6.383,,,,,2.699,75.185
,,6.384,,,,,2.7,75.58
,,6.386,,,,,2.701,8.001
,,6.387,,,,,2.702,8.017
,,6.388,,,,,2.703,8.022
,,6.39,,,,,2.704,8.025
,,6.395,,,,,2.705,8.028
,,6.398,,,,,2.706,8.033
,,6.403,,,,,2.707,8.035
,,6.405,,,,,2.708,8.036
,,6.406,,,,,2.709,8.039
,,6.407,,,,,2.711,8.048
,,6.409,,,,,2.712,8.057
,,6.41,,,,,2.713,8.059
,,6.411,,,,,2.714,8.063
,,6.412,,,,,2.715,8.064
,,6.413,,,,,2.716,8.07
,,6.414,,,,,2.717,8.076
,,6.415,,,,,2.718,8.086
,,6.418,,,,,2.72,8.101
,,6.419,,,,,2.721,8.103
